"Case Range","1",,,"2",,,"3",,,"4",,,"5",,,"6",,,"7",,,"8"
"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)"
"0.009875","16780721.1325",,"0.00329166666667","11713554.5655",,"0.001975","6816474.66161",,"0.00141071428571","2363079.23836",,"0.00109722222222","-1544285.97106",,"0.000897727272727","-4872822.27458",,"0.000759615384615","-7636792.9315",,"0.000658333333333","-9875985.24809"
"0.01","14372881.7265",,"0.00333333333333","9645258.86182",,"0.002","4643821.14242",,"0.00142857142857","-98484.3735473",,"0.00111111111111","-4358824.78968",,"0.000909090909091","-8050961.3217",,"0.000769230769231","-11163659.5239",,"0.000666666666667","-13722880.9489"
"0.010125","11635310.1532",,"0.003375","7274529.37473",,"0.002025","2354004.96637",,"0.00144642857143","-2518205.17757",,"0.001125","-7017916.66946",,"0.000920454545455","-10995772.2681",,"0.000778846153846","-14405259.3787",,"0.000675","-17254363.9565"
"0.01025","8995870.62521",,"0.00341666666667","5086385.9837",,"0.00205","392478.879121",,"0.00146428571429","-4474486.55818",,"0.00113888888889","-9115083.47055",,"0.000931818181818","-13316287.1379",,"0.000788461538462","-16988468.4221",,"0.000683333333333","-20114282.8034"
"0.010375","6587549.10472",,"0.00345833333333","3325264.3195",,"0.002075","-1011021.81405",,"0.00148214285714","-5763910.32862",,"0.00115277777778","-10464238.7856",,"0.000943181818182","-14835470.0104",,"0.000798076923077","-18741030.2437",,"0.000691666666667","-22131889.7757"
"0.0105","3809323.84094",,"0.0035","1128676.74536",,"0.0021","-2745119.23452",,"0.0015","-7241588.93507",,"0.00116666666667","-11866038.2986",,"0.000954545454545","-16291841.7445",,"0.000807692307692","-20337986.3955",,"0.0007","-23921352.383"
"0.010625","630483.466738",,"0.00354166666667","-1797620.29672",,"0.002125","-5263514.0178",,"0.00151785714286","-9459122.84354",,"0.00118055555556","-13931426.1096",,"0.000965909090909","-18332438.2278",,"0.000817307692308","-22446829.7841",,"0.000708333333333","-26159949.3368"
"0.01075","-3129092.12527",,"0.00358333333333","-5956080.92476",,"0.00215","-9241162.18646",,"0.00153571428571","-13156404.409",,"0.00119444444444","-17403082.2763",,"0.000977272727273","-21668962.956",,"0.000826923076923","-25732294.7292",,"0.000716666666667","-29461339.0026"
"0.010875","-6081093.67101",,"0.003625","-9118702.16692",,"0.002175","-12347211.3168",,"0.00155357142857","-16111939.493",,"0.00120833333333","-20232158.9225",,"0.000988636363636","-24434558.7358",,"0.000836538461538","-28499090.5137",,"0.000725","-32282910.5156"
"0.011","-7839895.04052",,"0.00366666666667","-10055098.1367",,"0.0022","-12899517.893",,"0.00157142857143","-16400101.5514",,"0.00122222222222","-20360781.6503",,"0.001","-24505357.2935",,"0.000846153846154","-28599715.247",,"0.000733333333333","-32481951.5412"
"0.011125","-9542758.20886",,"0.00370833333333","-10271063.9882",,"0.002225","-12263656.1485",,"0.00158928571429","-15176849.7309",,"0.00123611111111","-18736410.431",,"0.00101136363636","-22635570.3467",,"0.000855769230769","-26612770.68",,"0.000741666666667","-30479825.4973"
"0.01125","-11800943.6657",,"0.00375","-11231880.4445",,"0.00225","-12250344.1371",,"0.00160714285714","-14392138.9516",,"0.00125","-17348462.8926",,"0.00102272727273","-20799273.4454",,"0.000865384615385","-24465149.7394",,"0.00075","-28135700.1583"
"0.011375","-14347915.7656",,"0.00379166666667","-12829578.6513",,"0.002275","-12984528.9322",,"0.001625","-14367542.3235",,"0.00126388888889","-16674612.9824",,"0.00103409090909","-19594562.1568",,"0.000875","-22847556.8924",,"0.000758333333333","-26213294.524"
"0.0115","-17674131.9659",,"0.00383333333333","-15958461.3445",,"0.0023","-15527452.8168",,"0.00164285714286","-16249828.682",,"0.00127777777778","-17909193.7505",,"0.00104545454545","-20239686.5589",,"0.000884615384615","-22981041.7737",,"0.000766666666667","-25917173.5251"
"0.011625","-21494226.1139",,"0.003875","-20538912.6012",,"0.002325","-20068856.2557",,"0.00166071428571","-20452848.13",,"0.00129166666667","-21656378.9455",,"0.00105681818182","-23503948.9684",,"0.000894230769231","-25781246.2713",,"0.000775","-28293157.3165"
"0.01175","-25248502.0162",,"0.00391666666667","-25614128.3262",,"0.00235","-25637956.7489",,"0.00167857142857","-26091488.1275",,"0.00130555555556","-27144303.9399",,"0.00106818181818","-28735385.669",,"0.000903846153846","-30715287.0305",,"0.000783333333333","-32925065.5917"
"0.011875","-28127039.7091",,"0.00395833333333","-29412418.4952",,"0.002375","-30052297.8655",,"0.00169642857143","-30818475.7984",,"0.00131944444444","-31985420.1712",,"0.00107954545455","-33573700.2397",,"0.000913461538462","-35489245.0256",,"0.000791666666667","-37605507.2605"
"0.012","-29780580.6905",,"0.004","-30743025.7677",,"0.0024","-31556509.9778",,"0.00171428571429","-32523337.8456",,"0.00133333333333","-33842125.2648",,"0.00109090909091","-35537445.3119",,"0.000923076923077","-37533076.3755",,"0.0008","-39716786.1005"
"0.012125","-30750435.0971",,"0.00404166666667","-30165948.1087",,"0.002425","-30390483.4244",,"0.00173214285714","-31113435.1151",,"0.00134722222222","-32330179.0984",,"0.00110227272727","-33995956.4629",,"0.000932692307692","-36009647.9984",,"0.000808333333333","-38248487.7922"
"0.01225","-31241085.4572",,"0.00408333333333","-28085259.6647",,"0.00245","-26922803.6118",,"0.00175","-26850286.0817",,"0.00136111111111","-27585888.6036",,"0.00111363636364","-28959063.7169",,"0.000942307692308","-30807597.5462",,"0.000816666666667","-32974734.8104"
