Number,Input/Output,Automation Name,Category,Units,Current Value,Default Value,Modified,Data Type,Description
230,i/p,CircularDuctL2Channels,Through_Vent,"",36,36,"",integer,This is number of channels in layer 2 in housing
231,i/p,CircularDuctL2ChannelDiameter,Through_Vent,mm,5,5,"",double,This is channel diameter of layer 2 ducts in housing
232,i/p,CircularDuctL2OffsetAngle,Through_Vent,MDeg,5,5,"",double,This is offset angle of layer 2 ducts in housing
233,i/p,CircularDuctL2SeparationAngle,Through_Vent,MDeg,5,5,"",double,This is separation angle of layer 2 ducts in square housing
234,i/p,CircularDuctL3RadialDiameter,Through_Vent,mm,123,123,"",double,This is radial diameter of layer 3 of ducts in housing
235,i/p,CircularDuctL3AxialOffset,Through_Vent,mm,15,15,"",double,This is axial offset from back iron of layer 3 of ducts in housing
236,i/p,CircularDuctL3Channels,Through_Vent,"",10,10,"",integer,This is number of channels in layer 3 in housing
237,i/p,CircularDuctL3ChannelDiameter,Through_Vent,mm,5,5,"",double,This is channel diameter of layer 3 ducts in housing
238,i/p,CircularDuctL3OffsetAngle,Through_Vent,MDeg,0,0,"",double,This is offset angle of layer 3 ducts in housing
239,i/p,CircularDuctL3SeparationAngle,Through_Vent,MDeg,5,5,"",double,This is separation angle of layer 3 ducts in square housing
240,i/p,CircularDuctL4RadialDiameter,Through_Vent,mm,120,120,"",double,This is radial diameter of layer 4 of ducts in housing
241,i/p,CircularDuctL4AxialOffset,Through_Vent,mm,20,20,"",double,This is axial offset from back iron of layer 4 of ducts in housing
242,i/p,CircularDuctL4Channels,Through_Vent,"",10,10,"",integer,This is number of channels in layer 4 in housing
243,i/p,CircularDuctL4ChannelDiameter,Through_Vent,mm,8,8,"",double,This is channel diameter of layer 4 ducts in housing
244,i/p,CircularDuctL4OffsetAngle,Through_Vent,MDeg,18,18,"",double,This is offset angle of layer 4 ducts in housing
245,i/p,CircularDuctL4SeparationAngle,Through_Vent,MDeg,5,5,"",double,This is separation angle of layer 4 ducts in square housing
246,o/p,Dissipation_TVent_Total,Through_Vent,Watts,0,0,"",double,This is total dissipation from the machine by TVent
247,o/p,CircularDuctL1_Flow,Through_Vent,m³/s,0,0,"",double,This is flow through the Layer 1 duct
248,o/p,CircularDuctL1_Flow_F,Through_Vent,m³/s,0,0,"",double,This is flow through the Layer 1 duct [front]
249,o/p,CircularDuctL1_Flow_R,Through_Vent,m³/s,0,0,"",double,This is flow through the Layer 1 duct [rear]
250,i/p,CircularDuctL1_h_Input,Through_Vent,W/m²/°C,0,0,"",double,This is input h value for Layer 1 duct
251,i/p,CircularDuctL1_h_Adjust,Through_Vent,"",1,1,"",double,This is adjust h value for the Layer 1 duct
252,i/p,CircularDuctL1_Velocity_Multiplier,Through_Vent,"",1,1,"",double,This is velocity multiplier of the Layer 1 duct
253,o/p,CircularDuctL1_Area,Through_Vent,mm²,0,0,"",double,This is surface area of the Layer 1 duct
254,i/p,CircularDuctL1_HeatTransferNotes,Through_Vent,"","","","",OleStr,This is not for the Layer 1 duct heat transfer
255,i/p,CircularDuctL1_h_Input_F,Through_Vent,W/m²/°C,0,0,"",double,This is input h value for Layer 1 duct
256,i/p,CircularDuctL1_h_Adjust_F,Through_Vent,W/m²/°C,1,1,"",double,This is adjust h value for the Layer 1 duct
257,i/p,CircularDuctL1_Velocity_Multiplier_F,Through_Vent,"",1,1,"",double,This is velocity multiplier of the Layer 1 duct
258,o/p,CircularDuctL1_h_F,Through_Vent,W/m²/°C,0,0,"",double,This is Heat Transfer Coefficient of the Layer 1 duct
259,o/p,CircularDuctL1_Area_F,Through_Vent,mm²,0,0,"",double,This is surface area of the Layer 1 duct
260,i/p,CircularDuctL1_HeatTransferNotes_F,Through_Vent,"","","","",OleStr,This is not for the Layer 1 duct heat transfer
261,i/p,CircularDuctL1_h_Input_R,Through_Vent,W/m²/°C,0,0,"",double,This is input h value for Layer 1 duct
262,i/p,CircularDuctL1_h_Adjust_R,Through_Vent,W/m²/°C,1,1,"",double,This is adjust h value for the Layer 1 duct
263,i/p,CircularDuctL1_Velocity_Multiplier_R,Through_Vent,"",1,1,"",double,This is velocity multiplier of the Layer 1 duct
264,o/p,CircularDuctL1_h_R,Through_Vent,W/m²/°C,0,0,"",double,This is Heat Transfer Coefficient of the Layer 1 duct
265,o/p,CircularDuctL1_Area_R,Through_Vent,mm²,0,0,"",double,This is surface area of the Layer 1 duct
266,i/p,CircularDuctL1_HeatTransferNotes_R,Through_Vent,"","","","",OleStr,This is not for the Layer 1 duct heat transfer
267,o/p,CircularDuctL1_ExpansionResistance,Through_Vent,kg/m⁷,1,1,"",double,The Layer 1 duct expansion
268,o/p,CircularDuctL1_ContractionResistance,Through_Vent,kg/m⁷,1,1,"",double,The Layer 1 duct contraction resistance
269,o/p,CircularDuctL1_k_Expansion,Through_Vent,"",1,1,"",double,This the Layer 1 duct expansion k Value
270,o/p,CircularDuctL1_k_Contraction,Through_Vent,"",1,1,"",double,This the Layer 1 duct contraction k Value
271,i/p,CircularDuctL1_Expansion_k_Adjustment,Through_Vent,"",1,1,"",double,This the Layer 1 duct expansion k adjustment Value
272,i/p,CircularDuctL1_Contraction_k_Adjustment,Through_Vent,"",1,1,"",double,This the Layer 1 duct Contraction k adjustment Value
273,o/p,CircularDuctL2_Flow,Through_Vent,m³/s,0,0,"",double,This is flow through the Layer 2 duct
274,i/p,CircularDuctL2_h_Input,Through_Vent,W/m²/°C,0,0,"",double,This is input h value for Layer 2 duct
275,i/p,CircularDuctL2_h_Adjust,Through_Vent,"",1,1,"",double,This is adjust h value for the Layer 2 duct
276,i/p,CircularDuctL2_Velocity_Multiplier,Through_Vent,"",1,1,"",double,This is velocity multiplier of the Layer 2 duct
277,o/p,CircularDuctL2_h_F,Through_Vent,W/m²/°C,0,0,"",double,This is Heat Transfer Coefficient of the Layer 2 duct [front]
278,o/p,CircularDuctL2_h_R,Through_Vent,W/m²/°C,0,0,"",double,This is Heat Transfer Coefficient of the Layer 2 duct [rear]
279,o/p,CircularDuctL2_Area,Through_Vent,mm²,0,0,"",double,This is surface area of the Layer 2 duct
280,o/p,CircularDuctL2_Area_F,Through_Vent,mm²,0,0,"",double,This is surface area of the Layer 2 duct [front]
281,o/p,CircularDuctL2_Area_R,Through_Vent,mm²,0,0,"",double,This is surface area of the Layer 2 duct [rear]
282,i/p,CircularDuctL2_HeatTransferNotes,Through_Vent,"","","","",OleStr,This is not for the Layer 2 duct heat transfer
283,o/p,CircularDuctL2_ExpansionResistance,Through_Vent,kg/m⁷,1,1,"",double,The Layer 2 duct expansion
284,o/p,CircularDuctL2_ContractionResistance,Through_Vent,kg/m⁷,1,1,"",double,The Layer 2 duct contraction flow resistance
285,o/p,CircularDuctL2_k_Expansion,Through_Vent,"",1,1,"",double,This the Layer 2 duct expansion k Value
286,o/p,CircularDuctL2_k_Contraction,Through_Vent,"",1,1,"",double,This the Layer 2 duct contraction k Value
287,i/p,CircularDuctL2_Expansion_k_Adjustment,Through_Vent,"",1,1,"",double,This the Layer 2 duct expansion k adjustment Value
288,i/p,CircularDuctL2_Contraction_k_Adjustment,Through_Vent,"",1,1,"",double,This the Layer 2 duct Contraction k adjustment Value
289,o/p,CircularDuct_L3Flow,Through_Vent,m³/s,0,0,"",double,This is flow through the Layer 3 duct
290,i/p,CircularDuctL3_h_Input,Through_Vent,W/m²/°C,0,0,"",double,This is input h value for Layer 3 duct
291,i/p,CircularDuctL3_h_Adjust,Through_Vent,W/m²/°C,1,1,"",double,This is adjust h value for the Layer 3 duct
292,i/p,CircularDuctL3_Velocity_Multiplier,Through_Vent,"",1,1,"",double,This is velocity multiplier of the Layer 3 duct
293,o/p,CircularDuctL3_h_F,Through_Vent,W/m²/°C,0,0,"",double,This is Heat Transfer Coefficient of the Layer 3 duct [Front]
294,o/p,CircularDuctL3_h_R,Through_Vent,W/m²/°C,0,0,"",double,This is Heat Transfer Coefficient of the Layer 3 duct [Rear]
295,o/p,CircularDuctL3_Area,Through_Vent,mm²,0,0,"",double,This is surface area of the Layer 3 duct
296,o/p,CircularDuctL3_Area_F,Through_Vent,mm²,0,0,"",double,This is surface area of the Layer 3 duct [front]
297,o/p,CircularDuctL3_Area_R,Through_Vent,mm²,0,0,"",double,This is surface area of the Layer 3 duct [rear]
298,i/p,CircularDuctL3_HeatTransferNotes,Through_Vent,"","","","",OleStr,This is not for the Layer 3 duct heat transfer
299,o/p,CircularDuctL3_ExpansionResistance,Through_Vent,kg/m⁷,1,1,"",double,The Layer 3 duct expansion flow resistance
300,o/p,CircularDuctL3_ContractionResistance,Through_Vent,kg/m⁷,1,1,"",double,The Layer 3 duct contraction
301,o/p,CircularDuctL3_k_Expansion,Through_Vent,"",1,1,"",double,This the Layer 3 duct expansion k Value
302,o/p,CircularDuctL3_k_Contraction,Through_Vent,"",1,1,"",double,This the Layer 3 duct contraction k Value
303,i/p,CircularDuctL3_Expansion_k_Adjustment,Through_Vent,"",1,1,"",double,This the Layer 3 duct expansion k adjustment Value
304,i/p,CircularDuctL3_Contraction_k_Adjustment,Through_Vent,"",1,1,"",double,This the Layer 3 duct Contraction k adjustment Value
305,o/p,CircularDuctL4_Flow,Through_Vent,m³/s,0,0,"",double,This is flow through the Layer 4 duct
306,i/p,CircularDuctL4_h_Input,Through_Vent,W/m²/°C,0,0,"",double,This is input h value for Layer 4 duct
307,i/p,CircularDuctL4_h_Adjust,Through_Vent,W/m²/°C,1,1,"",double,This is adjust h value for the Layer 4 duct
308,i/p,CircularDuctL4_Velocity_Multiplier,Through_Vent,"",1,1,"",double,This is velocity multiplier of the Layer 4 duct
309,o/p,CircularDuctL4_h_F,Through_Vent,W/m²/°C,0,0,"",double,This is Heat Transfer Coefficient of the Layer 4 duct [Front]
310,o/p,CircularDuctL4_h_R,Through_Vent,W/m²/°C,0,0,"",double,This is Heat Transfer Coefficient of the Layer 4 duct [Rear]
311,o/p,CircularDuctL4_Area,Through_Vent,mm²,0,0,"",double,This is surface area of the Layer 4 duct
312,o/p,CircularDuctL4_Area_F,Through_Vent,mm²,0,0,"",double,This is surface area of the Layer 4 duct [front]
313,o/p,CircularDuctL4_Area_R,Through_Vent,mm²,0,0,"",double,This is surface area of the Layer 4 duct [rear]
314,i/p,CircularDuctL4_HeatTransferNotes,Through_Vent,"","","","",OleStr,This is not for the Layer 4 duct heat transfer
315,o/p,CircularDuctL4_ExpansionResistance,Through_Vent,kg/m⁷,1,1,"",double,The Layer 4 duct expansion flow resistance
316,o/p,CircularDuctL4_ContractionResistance,Through_Vent,kg/m⁷,1,1,"",double,The Layer 4 duct contraction flow_Resistance
317,o/p,CircularDuctL4_k_Expansion,Through_Vent,"",1,1,"",double,This the Layer 4 duct expansion k Value
318,o/p,CircularDuctL4_k_Contraction,Through_Vent,"",1,1,"",double,This the Layer 4 duct contraction k Value
319,i/p,CircularDuctL4_Expansion_k_Adjustment,Through_Vent,"",1,1,"",double,This the Layer 4 duct expansion k adjustment Value
320,i/p,CircularDuctL4_Contraction_k_Adjustment,Through_Vent,"",1,1,"",double,This the Layer 4 duct Contraction k adjustment Value
321,o/p,CircularDuctL1_Re,Through_Vent,"",0,0,"",double,This is Reynolds number for the Layer 1 duct
322,o/p,CircularDuctL1_Re_F,Through_Vent,"",0,0,"",double,This is Reynolds number for the Layer 1 duct [front]
323,o/p,CircularDuctL1_Re_R,Through_Vent,"",0,0,"",double,This is Reynolds number for the Layer 1 duct [rear]
324,o/p,CircularDuctL2_Re,Through_Vent,"",0,0,"",double,This is Reynolds number for the Layer 2 duct
325,o/p,CircularDuctL2_Re_F,Through_Vent,"",0,0,"",double,This is Reynolds number for the Layer 2 duct [front]
326,o/p,CircularDuctL2_Re_R,Through_Vent,"",0,0,"",double,This is Reynolds number for the Layer 2 duct [rear]
327,o/p,CircularDuctL3_Re,Through_Vent,"",0,0,"",double,This is Reynolds number for the Layer 3 duct
328,o/p,CircularDuctL3_Re_F,Through_Vent,"",0,0,"",double,This is Reynolds number for the Layer 3 duct [front]
329,o/p,CircularDuctL3_Re_R,Through_Vent,"",0,0,"",double,This is Reynolds number for the Layer 3 duct [rear]
330,o/p,CircularDuctL4_Re,Through_Vent,"",0,0,"",double,This is Reynolds number for the Layer 4 duct
331,o/p,CircularDuctL4_Re_F,Through_Vent,"",0,0,"",double,This is Reynolds number for the Layer 4 duct [front]
332,o/p,CircularDuctL4_Re_R,Through_Vent,"",0,0,"",double,This is Reynolds number for the Layer 4 duct [rear]
333,i/p,CircularDuctL1_Friction_k_Adjustment,Through_Vent,"",1,1,"",double,This is friction k Adjustment factor for the Layer 1 duct
334,o/p,CircularDuctL1_k_Wall_Friction,Through_Vent,"",0,0,"",double,This is wall friction k value for the Layer 1 duct
335,o/p,CircularDuctL1_FlowArea,Through_Vent,mm²,0,0,"",double,This is Cross Section Area for the Layer 1 duct
336,o/p,CircularDuctL1_FlowResistance,Through_Vent,kg/m⁷,0,0,"",double,This is Flow Resistance for the Layer 1 duct
337,o/p,CircularDuctL1_Velocity,Through_Vent,m/s,0,0,"",double,This is Fluid Velocity for the Layer 1 duct
338,i/p,CircularDuctL1_Contraction_Notes,Through_Vent,"","","","",OleStr,This is Notes for the Layer 1 duct
339,i/p,CircularDuctL1_Duct_Notes,Through_Vent,"","","","",OleStr,This is Notes for the Layer 1 duct
340,i/p,CircularDuctL1_Expansion_Notes,Through_Vent,"","","","",OleStr,This is Notes for the Layer 1 duct
341,o/p,CircularDuctL1_k_Wall_Friction_F,Through_Vent,"",0,0,"",double,This is wall friction k value for the Layer 1 duct
342,o/p,CircularDuctL1_FlowArea_F,Through_Vent,mm²,0,0,"",double,This is Cross Section Area for the Layer 1 duct
343,o/p,CircularDuctL1_FlowResistance_F,Through_Vent,kg/m⁷,0,0,"",double,This is Flow Resistance for the Layer 1 duct
344,o/p,CircularDuctL1_Velocity_F,Through_Vent,m/s,0,0,"",double,This is Fluid Velocity for the Layer 1 duct
345,i/p,CircularDuctL1_Contraction_Notes_F,Through_Vent,"","","","",OleStr,This is Notes for the Layer 1 duct
346,i/p,CircularDuctL1_Duct_Notes_F,Through_Vent,"","","","",OleStr,This is Notes for the Layer 1 duct
347,i/p,CircularDuctL1_Expansion_Notes_F,Through_Vent,"","","","",OleStr,This is Notes for the Layer 1 duct
348,i/p,CircularDuctL1_Friction_k_Adjustment_R,Through_Vent,"",1,1,"",double,This is friction k Adjustment factor for the Layer 1 duct
349,o/p,CircularDuctL1_k_Wall_Friction_R,Through_Vent,"",0,0,"",double,This is wall friction k value for the Layer 1 duct
350,o/p,CircularDuctL1_FlowArea_R,Through_Vent,mm²,0,0,"",double,This is Cross Section Area for the Layer 1 duct
351,o/p,CircularDuctL1_FlowResistance_R,Through_Vent,kg/m⁷,0,0,"",double,This is Flow Resistance for the Layer 1 duct
352,o/p,CircularDuctL1_Velocity_R,Through_Vent,m/s,0,0,"",double,This is Fluid Velocity for the Layer 1 duct
353,i/p,CircularDuctL1_Contraction_Notes_R,Through_Vent,"","","","",OleStr,This is Notes for the Layer 1 duct
354,i/p,CircularDuctL1_Duct_Notes_R,Through_Vent,"","","","",OleStr,This is Notes for the Layer 1 duct
355,i/p,CircularDuctL1_Expansion_Notes_R,Through_Vent,"","","","",OleStr,This is Notes for the Layer 1 duct
356,i/p,CircularDuctL2_Friction_k_Adjustment,Through_Vent,"",1,1,"",double,This is friction k Adjustment factor for the Layer 2 duct
357,o/p,CircularDuctL2_k_Wall_Friction,Through_Vent,"",0,0,"",double,This is wall friction k value for the Layer 2 duct
358,o/p,CircularDuctL2_FlowArea,Through_Vent,mm²,0,0,"",double,This is Cross Section Area for the Layer 2 duct
359,o/p,CircularDuctL2_FlowResistance,Through_Vent,kg/m⁷,0,0,"",double,This is Flow Resistance for the Layer 2 duct
360,o/p,CircularDuctL2_Velocity,Through_Vent,m/s,0,0,"",double,This is Fluid Velocity for the Layer 2 duct
361,i/p,CircularDuctL2_Contraction_Notes,Through_Vent,"","","","",OleStr,This is Notes for the Layer 2 duct
362,i/p,CircularDuctL2_Duct_Notes,Through_Vent,"","","","",OleStr,This is Notes for the Layer 2 duct
363,i/p,CircularDuctL2_Expansion_Notes,Through_Vent,"","","","",OleStr,This is Notes for the Layer 2 duct
364,i/p,CircularDuctL3_Friction_k_Adjustment,Through_Vent,"",1,1,"",double,This is friction k Adjustment factor for the Layer 3 duct
365,o/p,CircularDuctL3_k_Wall_Friction,Through_Vent,"",0,0,"",double,This is wall friction k value for the Layer 3 duct
366,o/p,CircularDuctL3_FlowArea,Through_Vent,mm²,0,0,"",double,This is Cross Section Area for the Layer 3 duct
